AlogP,LogD,Molecular_PolarSurfaceArea,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,SMILES
1.182,1.182,77.1,356.372,5,1,3,COc1cc(=O)n2c(c1C(=O)Nc1ccc3c(c1)OCCO3)CCCC2
2.195,2.195,56.74,276.293,3,0,2,Cn1ccc2c(-c3ccc(-c4nnco4)cc3)ccnc21
2.562,2.568,153.44,415.463,6,3,4,CC(C)(C)c1cc(O)c2o/c(=N\c3ccc(S(N)(=O)=O)cc3)c(C(N)=O)cc2c1
2.237,2.237,81.67,379.881,3,3,3,O=C(Nc1ccccc1Cl)NC1(C(=O)N2CCC(O)CC2)CCCCC1
4.196,4.195,106.59,499.63,5,0,5,CCc1cnc(N2CCC(N(C)c3ncnc4c(-c5ccc6c(c5)CN(C)C6=O)csc34)CC2)nc1
3.21,3.21,55.84,319.395,4,0,5,COC(=O)c1ccccc1C1CCN(C(=O)OC(C)(C)C)CC1
4.778,4.739,88.17,418.554,4,1,4,Cc1nc(NC(C)Cc2ccccc2)c2sc3nc4c(cc3c2n1)COC(C)(C)C4
3.096,3.096,38.33,277.402,2,1,7,CC(C)OCCCNC(=O)c1ccc(C(C)(C)C)cc1
3.53,3.552,87.46,325.428,2,1,2,Cc1nc2sc(C(=O)N(C)c3ccccc3)c(N)c2c(C)c1C
3.617,3.617,93.73,408.447,5,2,10,CCOC(=O)c1ccc(NC2C=CC(=O)C2Nc2ccc(C(=O)OCC)cc2)cc1
1.775,1.816,96.01,301.163,4,1,3,CCCC(=O)Nc1nc2ncc(Br)nc2s1
2.648,2.648,97.52,394.473,5,1,2,Cn1cnnc1-c1nn(C)c2c1CN(C(=O)c1n[nH]c3c1CCCCCC3)CC2
2.642,2.642,40.62,338.46,2,0,4,O=C(C(F)CC1CCCCC1)N1CCC(N2CCCCC2=O)CC1
3.444,3.853,74.55,372.347,3,1,4,Cn1cc(-c2cnc3c(N)nn(Cc4cccc(C(F)(F)F)c4)c3c2)cn1
2.089,2.089,58.2,278.39,2,2,4,CC(C)(C)C(=O)/C=C1\NCCN\C1=C/C(=O)C(C)(C)C
2.945,2.945,121.98,473.585,5,3,9,CCOc1ccc(CNC(=O)C(NS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)C(C)C)cc1
2.868,2.868,59.06,259.324,3,0,3,COc1ccc(C2=NOC(c3ccsc3)C2)cc1
2.318,2.321,85.26,332.782,4,1,5,CC(C)n1cc(CNS(=O)(=O)c2cc(F)cc(Cl)c2)nn1
0.216,0.305,136.27,329.184,4,3,4,O=c1[nH]nc(CNS(=O)(=O)c2cc(Cl)sc2Cl)[nH]1
3.831,3.402,68.17,412.484,4,2,4,CN(C)C(CN1C(O)=c2ccccc2=NC12C(=O)Nc1ccccc12)c1ccccc1
2.47,2.47,77.62,287.258,3,1,1,Nc1ccc2oc(=O)c3c(c2c1)CC(C(F)(F)F)S3
1.405,0.176,32.26,256.139,2,2,1,OC1(c2ccc(Br)cc2)CCNCC1
2.455,2.455,74.0,267.367,2,0,3,Cc1ccc(S(=O)(=O)N(C)c2ccccc2)s1
-0.658,-0.658,101.16,276.309,5,1,6,CCOC(=O)c1[nH]c(=O)n(CCS(C)(=O)=O)c1C
2.172,2.172,116.42,443.455,5,3,3,O=C(Nc1ccc2c(c1)C(=O)N1CCC[C@H]1C(=O)N2)c1cc(-c2ccc3c(c2)CCO3)n[nH]1
3.721,3.901,83.6,494.341,4,1,3,Cn1c(=O)c2c(-c3ccccc3Br)n(-c3ccc4c(c3)nc(CO)n4C)cc2n(C)c1=O
-0.29,-0.29,104.01,392.718,4,1,4,Cn1c(N)c(C(=O)Cn2cc(C(F)(F)F)cc(Cl)c2=O)c(=O)n(C)c1=O
0.878,0.878,104.96,344.33,6,1,2,Cc1nn2c(nnc3c(=O)n(-c4nnc[nH]4)ccc32)c1-c1ccccc1
0.037,-1.629,65.69,301.387,5,2,3,OC1(CN2CCC(c3nnc4ccccn34)CC2)CCNC1
3.858,3.858,52.49,324.374,3,1,4,COc1ccc(NC(=O)c2cc3cc(C)ccc3n2C)c(OC)c1
3.249,3.249,35.26,270.111,2,0,1,Cc1onc2c1COC2c1c(Cl)cccc1Cl
3.753,3.771,51.22,379.636,3,1,3,CNC1=C(c2cc(Br)ccn2)C(=O)C(c2cccc(Cl)c2)O1
4.617,4.617,36.28,294.348,3,0,3,COc1ccc(-n2c3c(c4nc(OC)ccc42)CCC3)cc1
2.44,2.418,82.19,312.244,3,3,4,CC(=O)c1c[nH]c(C(=O)Nc2cc(C(F)(F)F)ccc2O)c1
3.019,3.019,64.16,318.329,3,0,2,O=C(Cc1noc2ccccc12)N1CCn2c1nc1ccccc12
2.406,2.382,68.87,267.326,3,1,1,Cc1ccccc1C1CC(=O)c2c(C)nc(N)nc2C1
4.121,4.121,46.5,417.424,2,1,5,COCCn1cc2c3c(cccc31)CN(C(=O)Nc1ccccc1C(F)(F)F)CC2
3.908,3.909,98.81,408.415,6,1,4,COc1cccc(-c2cc(-c3nc4c5cnn(-c6ccccc6)c5ncn4n3)n[nH]2)c1
2.148,2.165,111.81,340.464,4,1,4,Cc1csc2c(N3CCC(S(=O)(=O)NC(C)C)C3)ncnc12
2.688,1.914,87.66,306.357,4,3,5,CCOc1ccccc1NC(=O)NC1(C(=O)O)CCCCC1
3.264,2.765,42.74,280.728,3,1,2,Fc1ccc(-n2cc(C3CCCCN3)nn2)cc1Cl
2.831,2.831,85.24,356.419,5,2,3,C/C(NN1CCCCCC1)=C1\C(=O)N(c2ccccc2C)C(=O)N=C1O
1.309,1.309,72.19,252.268,3,2,1,NC1(c2ccccc2)C(=O)Nc2ccccc2C1=O
2.399,2.399,85.32,473.567,4,1,8,CCc1ccccc1NC(=O)CN(C)C(=O)C1CCN(c2cnn(Cc3ccccc3)c(=O)c2)C1
2.734,2.692,52.65,363.537,3,1,5,CN(C(=O)CN1CCC(NC(=O)C2CCCCC2)CC1)C1CCCCC1
2.331,2.487,44.81,252.314,2,1,2,Cc1nc2ncc(-c3cccc(N(C)C)c3)cc2[nH]1
-0.178,-0.878,89.95,307.277,4,2,3,Cn1c(=O)c(O)c(C(=O)NCc2cccc(F)c2)c(=O)n1C
4.17,4.066,67.24,368.405,4,2,7,CCOc1ccc(/N=c2/ncc(F)c(Nc3ccc(OCC)cc3)[nH]2)cc1
3.029,3.029,61.88,423.548,3,1,7,CCOc1cc(=O)n2c(c1C(=O)NCCCN1CCCc3ccccc31)CCCCC2
4.708,3.709,47.29,363.238,3,1,7,Clc1ccc(-c2ccc(CNCCOc3ccccn3)o2)c(Cl)c1
4.618,3.089,90.46,330.789,3,2,4,O=C(O)c1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
4.306,4.203,63.05,373.448,4,1,4,CCc1ccc(/N=c2\ncc3c([nH]2)CC(c2ccc(OC)cc2)CC3=O)cc1
3.485,2.013,82.19,322.358,3,3,6,O=C(CCCc1c[nH]c2ccccc12)Nc1cccc(C(=O)O)c1
0.86,0.826,138.24,307.348,4,2,2,NS(=O)(=O)c1ccc(-c2nc3cscc3c(=O)[nH]2)cc1
0.758,0.758,78.78,256.253,4,0,2,N#Cc1cc(F)ccc1S(=O)(=O)N1CCCO1
4.459,4.46,83.65,398.518,3,2,5,Cc1cc(C)c(S(=O)(=O)NCCc2cc3c(C)ccc(C)c3[nH]c2=O)c(C)c1
3.703,3.703,78.05,353.392,5,0,2,c1ccc2c(c1)OCC(c1csc(C3COc4ccccc4O3)n1)O2
2.985,2.351,106.3,443.965,6,1,7,COc1cccc(CCN[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)c1
2.275,2.42,56.59,329.394,4,0,2,CC1CCCC(C)N1C(=O)Cn1cnc2cc3c(cc21)OCCO3
2.47,2.47,69.72,325.446,3,1,8,CCCC1(C)NC(=O)N(CC(=O)N(CC(C)C)CC(C)C)C1=O
3.628,3.565,118.28,422.5,5,1,5,COc1cccc(-c2csc(C3(c4ccc(OC)c(C)c4)N=C(N)N(C)C3=O)n2)c1
4.216,4.214,52.83,356.301,4,0,3,COc1c(-c2ccc(F)c(F)c2)c(-n2cncn2)nc2ccc(F)cc12
7.21,7.183,51.54,504.619,3,0,7,CN(Cc1ccccc1)C(=O)COc1ccc2c3ccccc3n(C(=O)c3ccc(C(C)(C)C)cc3)c2c1
2.274,1.045,79.96,286.375,4,2,5,CC(NC(C)c1nc(N)nc(N(C)C)n1)c1ccccc1
2.496,0.941,65.98,288.385,3,2,3,Cc1n[nH]c(C)c1C12CC3CC(CC(CC(=O)O)(C3)C1)C2
2.634,2.663,74.77,359.356,4,1,3,O=C1c2ccccc2CN1C(c1cccc(F)c1)c1nc2cncnc2[nH]1
1.595,1.595,79.84,384.404,3,1,3,CC(=O)N[C@@H]1CN(C(=O)c2nc3cc(C)ccn3c2F)C[C@H]1c1ccc(C)o1
2.68,2.27,60.93,435.491,4,0,9,CN(C)CCN(Cc1ccccc1)C(=O)C(C(=O)c1ccc(F)cc1)n1ccccc1=O
5.0,5.0,53.98,290.811,2,1,4,Clc1ccccc1Sc1c(C2CC2)n[nH]c1C1CC1
3.098,3.098,50.5,314.341,3,0,3,O=C(c1cc2ncccn2n1)N(c1ccccc1)c1ccccc1
3.851,3.851,12.47,293.403,2,0,1,CC1CN(C2c3ccccc3-c3ccccc32)CC(C)(C)O1
3.633,2.17,106.99,366.366,4,2,3,O=C(O)c1ccc(-c2nc3scc(-c4ccc(F)cc4)c3c(=O)[nH]2)cc1
4.439,4.439,55.05,315.22,3,0,5,O=[N+]([O-])c1cccc(F)c1COc1cccc(C(F)(F)F)c1
-0.309,-0.297,74.77,314.339,4,1,2,COc1cc(=O)[nH]cc1C(=O)N1CCN(C)c2ncccc2C1
2.929,2.929,84.94,412.479,5,1,9,CCCCOC(=O)c1ccc(NC(=O)c2c(OCC)cc(=O)n3c2CCCC3)cc1
2.286,1.672,158.22,492.655,5,3,7,CCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)NC3(C)C)cc1
2.94,2.94,57.15,316.348,5,1,4,COc1ccc([C@H]2Oc3cc(OC)cc(OC)c3C[C@H]2O)cc1
2.594,2.652,64.72,311.332,4,1,4,OCc1cc2nc(-c3ccc(OC4CCOC4)cc3)ccc2o1
4.321,4.321,50.36,295.399,2,0,4,COc1ccc(-c2nc(Cc3ccccc3)sc2C)cc1
0.975,0.975,68.92,296.324,4,0,4,COCc1cc(=O)n2c(n1)N(Cc1cccc(C#N)c1)CC2
3.592,3.592,95.16,485.588,4,1,6,CCCS(=O)(=O)N1CC(=O)N(c2ccc(F)cc2F)C(C)(C(=O)NC2CCCCCCC2)C1
2.39,2.399,109.42,385.48,5,1,6,Cc1cc(=O)[nH]c(SCC(=O)c2cc(C)n(CC3CCCO3)c2C)c1C#N
6.727,6.727,120.05,537.736,3,1,6,CCOC(=O)CC1(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)CCCCC1
4.561,4.561,79.37,413.417,4,1,5,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(F)nc(F)c2)c1
1.769,1.769,77.69,389.421,5,0,5,COc1ccc(C(=O)N2CCC(Cc3noc(C4CCOCC4)n3)C2)cc1F
2.381,2.381,44.76,372.155,4,0,2,O=c1c(I)coc2cc(OC3CCCCO3)ccc12
3.555,3.555,51.81,283.712,3,0,3,Clc1ccccc1/C=C/c1nc(-c2ccccn2)no1
3.821,3.821,104.92,438.513,5,1,10,CCOC(=O)c1[nH]c(C)c(C(=O)CN(CC(C)C)S(=O)(=O)c2ccc(F)cc2)c1C
2.756,2.756,57.77,273.779,2,0,3,CCc1cc(CN2OCC(C)(C)C2=O)c(Cl)s1
4.609,4.736,71.75,340.381,4,1,2,Cc1ccc(-c2cc(-c3nc4c5ccccc5ncn4n3)[nH]n2)c(C)c1
2.282,3.007,66.06,389.308,3,0,3,CCS(=O)(=O)CC(=O)N1CC(C)(C)N(C)c2cc(Br)ccc21
1.892,2.008,61.42,276.296,4,0,3,c1ccc(Cn2ncc3c(-n4ccnc4)ncnc32)cc1
3.753,3.753,57.77,321.822,2,0,3,CC1(C)CON(Cc2cc(-c3ccccc3)sc2Cl)C1=O
5.678,5.678,79.45,431.527,3,3,7,Cc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(=O)OC(C)(C)C)cc3)cc2)cc1
2.138,2.132,39.07,259.347,2,1,3,CC(C)(C)C(O)CN1C2=NCCN2c2ccccc21
3.227,3.227,95.41,379.217,4,1,2,N#Cc1ccc2[nH]cc(S(=O)(=O)c3cc(Cl)cc(Cl)c3)c(=O)c2c1
3.486,3.485,52.98,397.83,3,0,3,Cc1nn(-c2ccc(F)c(Cl)c2)c(=O)cc1-c1cccc(N2CCCC2=O)c1
0.984,0.984,71.0,305.372,4,1,5,CCC1=NOC(CNC(=O)c2cc(C)c(CC)n(C)c2=O)C1
3.356,3.351,60.91,280.705,2,0,1,O=c1c2sccc2ncn1-c1ccc(F)c(Cl)c1
2.56,2.56,90.01,335.809,3,1,3,CC(C)NC(=O)Cn1cnc2c(sc3cccc(Cl)c32)c1=O
4.525,2.979,99.54,497.545,7,0,11,COc1ccc(CCN(Cc2nc(-c3ccccc3)no2)Cc2nc(-c3ccccc3)no2)cc1OC
4.207,3.014,49.15,301.426,4,0,6,CC(C)c1nc(OCCCN(C)C)c(C#N)c2c1CCCC2
8.976,7.502,74.77,559.513,3,1,6,Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O
3.249,3.249,80.18,303.399,4,0,3,Cc1ccc(CSC2=NS(=O)(=O)c3ccccc32)cc1
4.308,4.308,75.19,420.891,4,1,3,O=C(Nc1ccc(Cl)cn1)c1c2c(nc3ccccc13)C(=O)N(C1CCCCC1)C2
2.985,2.354,106.3,443.965,6,1,7,COc1ccccc1CCN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccc(Cl)cc1
2.235,1.806,85.28,321.333,6,1,4,COc1ccc(C2=NOC(c3ccc(-c4nnn[nH]4)cc3)C2)cc1
4.536,4.733,59.81,380.442,3,1,4,O=C(Nc1ccncc1)c1nn(Cc2ccccc2)c2c1CCc1ccccc1-2
2.21,2.217,122.55,441.343,4,3,7,CC(C)c1ccc(NC(=O)CCNS(=O)(=O)c2cc(Br)cnc2N)cc1
3.129,3.436,60.9,320.392,4,0,3,CCCc1cc(-n2ccnc2C)n2nc3nc(C)cc(C)c3c2n1
-0.357,-0.357,100.22,293.345,5,1,3,O=S(=O)(c1cn[nH]c1)N1CCCC(c2cnccn2)C1
1.993,1.993,93.12,499.422,5,0,9,COCCN(Cc1ccc(C)c(Br)c1)C(=O)Cn1cnc(S(=O)(=O)N2CCCC2)c1
0.079,0.078,96.45,345.396,5,2,8,COCCn1c(C)cc(C)c(C(=O)NCCNc2ncccn2)c1=O
1.371,-0.012,91.52,362.508,5,0,9,CCN(CCCN(C)C)S(=O)(=O)c1ccc(S(=O)(=O)CC)cc1
2.545,1.352,80.56,302.325,4,2,5,CC(C)Oc1ccc(C(=O)O)cc1NC(=O)c1cccn1C
2.631,2.633,58.28,286.301,3,2,4,OCC(O)Cn1c(-c2ccc(F)cc2)nc2ccccc21
4.761,4.619,68.82,436.543,4,2,4,COc1cc(OC)c(C2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)cc1OC
2.808,3.024,97.46,371.429,3,2,3,O=C(c1ccc(-c2ncc[nH]2)s1)N1CC[C@@H](c2ccc(F)cc2)[C@H](O)C1
4.078,4.078,25.16,251.323,1,1,4,OCCCc1cn(-c2ccccc2)c2ccccc12
1.601,1.601,84.94,370.399,5,1,6,CCOc1cc(=O)n2c(c1C(=O)Nc1ccccc1C(=O)OC)CCCC2
3.14,3.045,97.6,401.847,5,2,5,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C(C)(C)Oc2ccc(Cl)cc2)n1
2.547,2.547,58.64,346.808,3,1,3,COc1cc(=O)n2c(c1C(=O)Nc1ccc(Cl)c(C)c1)CCCC2
4.823,4.823,43.1,297.391,2,0,3,CCCc1noc2c1C(=O)CC(c1c(C)cc(C)cc1C)C2
1.167,1.167,111.95,293.342,3,1,2,Cn1c(=O)c2sc3c(c2n(CC(N)=O)c1=O)CCCC3
3.758,3.757,66.48,329.398,3,2,6,c1ccc(C(CCNc2ncnc3[nH]cnc23)c2ccccc2)cc1
1.022,0.965,95.08,348.359,5,1,2,O=c1c2cc3c(=O)n(C4CCCC4)ccc3nc2ccn1-c1ncn[nH]1
3.421,2.513,63.78,381.437,4,1,5,CS(=O)(=O)c1ccc(-c2cc(F)c(OCC3CCNCC3)c(F)c2)cc1
4.155,4.155,56.22,488.58,3,0,6,Cc1cccc(Cn2c3cc(=O)n(CCC4C=Nc5ccccc54)c(C)c3c(=O)n2-c2ccccc2)c1
2.784,1.24,73.46,374.52,3,3,9,CCC(C)C1Nc2ccc(C(=O)NCC(C)CN(CC)CC)cc2NC1=O
2.025,2.025,98.25,405.468,5,1,4,Cn1cc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc2c(c1)OCCO2
2.117,2.117,68.74,366.43,5,1,6,CC(C)=CCO[C@H]1CCOC[C@H]1Nc1ncc(F)c(N2CCOCC2)n1
3.135,2.934,64.6,378.471,4,1,4,CC(C)n1c(=O)ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21
2.468,2.468,86.8,311.764,5,1,4,COC(=O)c1nc(C2CC(C(C)(C)C)=NO2)cc(N)c1Cl
2.134,2.134,71.64,292.396,3,0,3,CSC1CC2CCC(C1)N2C(=O)c1cc(C2CC2)on1
4.658,4.658,71.17,426.467,4,0,7,CN(CCOc1ccc(C2=NN(c3ccccc3)C(=O)C2)cc1)c1nc2ccccc2o1
0.605,-0.746,82.55,351.398,6,1,8,COc1cc2c(=O)n(CCO)c(=O)n(CCCN(C)C)c2cc1OC
2.965,2.989,91.22,331.433,4,1,6,CC(C)(CCS(C)(=O)=O)CNc1cc(C#N)nc2ccccc12
2.632,0.954,94.22,272.322,3,2,4,O=C(O)CCc1nc2cc(-c3ccsc3)ccc2[nH]1
4.546,4.551,38.13,379.454,2,0,3,Cc1ccccc1-c1ccc(-n2cncc2C(=O)N2Cc3ccccc3C2)cc1
0.792,0.824,106.35,292.357,4,2,4,NS(=O)(=O)C1(CNc2nccc3cccnc23)CCC1
1.426,1.426,91.04,412.282,5,1,7,CCOC(=O)Cn1nc(C)c(NC(=O)Cn2nc(C)c(Br)c2C)c1C
1.602,1.603,95.68,299.389,3,3,7,CCCNC(=O)Nc1ccccc1S(=O)(=O)NCCC
1.843,1.843,82.69,297.332,3,2,2,O=S1(=O)N=C(Nc2cccc3[nH]ccc23)c2ccccc21
3.79,3.79,46.61,371.428,3,0,2,O=C1OC2(CCCN(C(=O)Cc3cccc4ccccc34)C2)c2ccccc21
2.296,2.296,61.67,291.736,3,0,2,Cc1c(-c2noc(-c3cnn(C)c3C)c2Cl)cnn1C
1.675,1.675,107.48,437.51,6,1,8,CCOc1ccc(OCC)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)c1
2.305,2.305,69.81,327.152,2,3,3,CC(NC(=O)Nc1ccc(F)cc1Br)c1cn[nH]c1
1.412,1.412,87.22,355.411,4,1,3,O=C(Nc1ccccc1)C1CCCN1C1=NS(=O)(=O)c2ccccc21
4.669,4.669,96.7,419.925,4,0,7,CCN(Cc1nc(-c2cccs2)no1)C(=O)C(C)Oc1cc(C)c(Cl)c(C)c1
2.24,0.77,134.1,355.348,8,3,6,COc1ccc(CCc2nc(C)c(O)c(-c3nn[nH]n3)c2C(=O)O)cc1
1.009,1.01,90.19,309.387,4,1,4,Cc1nc(S(=O)(=O)NCc2c3c(nn2C)CCC3)cn1C
0.76,0.622,66.84,289.326,4,1,1,CN1C(=O)C(O)(C2OC(C)(C)CCC2=O)c2ccccc21
3.129,3.129,89.07,459.293,4,1,5,COc1ccc(Br)cc1CNC(=O)C(C)n1nc(C)n2c(cc3occc32)c1=O
4.503,4.503,48.0,389.444,4,0,6,COc1cc(OC)c(CC2C(=O)N(c3ccccc3)c3ccccc32)c(OC)c1
0.453,0.452,102.76,313.239,6,2,3,CC1=NN(c2ccc3nncn3n2)C(=N)C1C(O)C(F)(F)F
2.857,3.345,46.17,260.117,2,1,4,CCC(=O)CC(=O)Nc1cccc(Cl)c1Cl
1.229,1.155,86.07,373.453,4,1,4,Cn1c(=O)c2c(nc(N3CCCCC3)n2CC/N=C2\CCCN2)n(C)c1=O
1.317,1.317,65.0,324.738,3,1,2,O=C(Cc1c(F)cccc1Cl)N1CCc2n[nH]c(=O)n2CC1
4.887,4.887,43.85,317.384,2,0,5,CCCc1nnc(-c2cc3ccccc3n2Cc2ccccc2)o1
0.78,0.824,108.48,275.31,5,3,8,O=C(CCCCCNc1ncccn1)Nc1nc[nH]n1
-0.2,-1.196,114.73,255.294,5,1,4,Cc1cc(N2C(=O)CC(SCCN)C2=O)no1
3.749,3.749,59.81,334.844,3,1,8,CCC(NC(=O)CCCc1ccc(Cl)cc1)c1ncnn1CC
4.947,4.944,56.73,333.45,2,0,3,Cc1csc(N2N=C(c3ccccc3)CC2c2ccccc2C)n1
3.549,2.095,82.61,254.345,3,1,8,CCC(=O)c1ccc(CCCCCC(=O)O)s1
2.045,2.045,88.5,361.462,4,1,4,CC(NS(C)(=O)=O)c1nnc(N2CC3(CCC3)c3ccccc32)n1C
3.478,3.478,29.54,356.213,2,0,4,O=c1ccc(Br)cn1Cc1ccccc1Oc1ccccc1
-0.73,-0.723,102.05,372.441,4,0,4,O=C(Cn1ccccc1=O)N1C[C@@H]2CC[C@H](C1)N(Cc1cscn1)C2=O
4.035,4.035,61.77,435.517,3,1,4,Cc1cccc2c(=O)n(CC(=O)NCC3CC4c5ccccc5C3c3ccccc34)cnc12
4.018,4.018,54.12,294.348,2,2,4,CCOc1ccccc1NC(=O)c1cc2cc(C)ccc2[nH]1
1.854,1.854,72.96,392.451,3,1,6,CCn1c(=O)n(CC)c2cc(NC(=O)CCN3Cc4ccccc4C3=O)ccc21
-0.999,-0.987,94.48,346.381,5,2,4,COc1cc(=O)[nH]cc1C(=O)N[C@@H]1CCO[C@H]1c1c(C)nn(C)c1C
1.295,1.295,93.65,418.445,6,1,4,O=C(NCC1COc2ccccc2O1)c1c(-c2cncnc2)cc(=O)n2c1CCCC2
2.147,2.146,61.58,269.302,4,1,2,COc1ccc(/N=c2\[nH]nc3nc(C)cc(C)n23)cc1
4.019,3.944,27.82,262.349,1,2,1,Cc1cccc(C2NCCc3c2[nH]c2ccccc32)c1
0.785,0.785,101.16,364.777,5,1,5,COC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc(F)c(Cl)c1
2.563,2.56,89.67,491.582,5,0,7,CCOC(=O)C1CCN(C(=O)CCC(=O)N2CCCn3nc(-c4cn(C)c5ccccc45)cc32)CC1
1.005,1.005,142.85,423.53,4,0,3,Cn1cc(S(=O)(=O)N2CCc3sccc3C2c2cccs2)c(=O)n(C)c1=O
4.814,4.813,50.44,314.334,2,1,3,O=C(c1ccccc1)c1cc2occ(-c3ccccc3)c2cc1O
2.679,2.7,96.24,291.412,2,2,2,Cc1nc2sc(C(=O)NC(C)(C)C)c(N)c2c(C)c1C
4.58,4.58,62.45,455.942,5,0,4,Clc1cccc(C(c2ccccc2)N2CCN(c3nn4nnnc4c4ccccc34)CC2)c1
4.188,4.291,105.87,454.539,5,2,4,CCc1cc2c3c([nH]c2cc1S(=O)(=O)Nc1ccc2c(c1)OCCO2)CC(C)(C)CC3=O
1.745,2.179,60.9,278.312,4,0,1,Cc1cc(C)c2c(n1)nn1c(-n3ccnc3)cc(C)nc21
3.804,2.34,78.42,478.204,3,3,6,O=C(O)C[C@@H](Cc1cc(F)c(F)cc1F)NC(=O)Nc1ccc(I)cc1
3.925,3.925,57.23,410.267,4,0,6,Brc1ccc(OCCn2cc(/C=N/n3cnnc3)c3ccccc32)cc1
2.315,2.32,63.78,291.365,3,1,6,CS(=O)(=O)NCCOc1ccccc1-c1ccccc1
4.151,4.151,41.93,456.372,4,1,3,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]31C[C@H](C)N(Cc1ccc(Br)cc1)C2
3.213,3.213,32.67,280.296,2,0,3,O=c1c2ccc(F)cc2ncn1C/C=C/c1ccccc1
1.784,1.783,91.4,341.384,5,1,2,O=c1c2c3c(sc2ncn1Cc1ccc2c(c1)OCO2)CNCC3
1.948,1.948,76.47,338.4,4,0,5,CN(C)S(=O)(=O)CCc1cn([C@@H]2CCc3c(F)cccc32)nn1
2.456,2.455,65.76,379.244,4,1,3,Cc1nn(-c2cccc(Cl)c2)c(Cl)c1CN1CCn2c(n[nH]c2=O)C1
2.922,2.922,87.33,486.412,5,1,7,CN(C)S(=O)(=O)c1cc(C(=O)NCC(c2ccccc2)N2CCOCC2)c(Cl)cc1Cl
2.968,1.747,57.36,381.511,3,2,0,Cc1[nH]c2cccc3c2c1CCN1C(=O)OC2(CC(C)(C)NC(C)(C)C2)C31C
2.685,2.685,71.42,292.338,3,2,3,Cc1nn(C)c2ncnc(NCc3cc4ccccc4[nH]3)c12
3.336,2.026,63.03,394.51,4,2,8,N=c1n(CCN2CCCCC2)c2ccccc2n1CC(O)COc1ccccc1
4.232,4.232,105.39,447.314,4,2,5,Cc1cc(Cl)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(N)nc(Cl)c2)c1
3.342,2.119,44.7,325.792,3,1,2,O=c1c2c(Cl)cccc2nc([C@@H]2CCCN2)n1-c1ccccc1
3.932,3.933,75.52,361.444,4,1,6,CCCc1nc(N(C)Cc2cc(-c3ccccc3)n[nH]2)c2cnn(C)c2n1
4.608,4.608,101.22,479.53,5,1,5,Cc1cccc(-c2noc(-c3cn(CC(=O)Nc4cccc(C)c4C)c4nc(C)ccc4c3=O)n2)c1
2.831,2.831,114.43,388.484,6,2,7,COc1cc(OC)cc(-c2nnc(SCC(=O)NC3CC4CCC3C4)[nH]2)c1
3.139,3.139,81.0,317.341,3,2,4,Nc1ccc(C(=O)OCc2nc3c(ccc4ccccc43)[nH]2)cc1
3.487,3.583,132.32,513.344,6,3,4,Cc1cc(C)c(NC(=O)NCc2ccc3nnn(C4CCC(=O)NC4=O)c(=O)c3c2)c(Br)c1
0.222,-2.459,161.76,292.262,8,4,8,O=C(O)c1sc(C(=O)O)c(OCCO)c1OCCO
3.645,3.645,94.91,454.516,6,0,7,COC(=O)C12CC(CCC(C)=O)C(=O)N1CCc1c2n(C(=O)OC(C)(C)C)c2ccccc12
1.468,1.467,73.58,302.368,3,2,4,COc1ccc(C(N)=O)cc1NC1C2CCOC2C12CCC2
3.535,3.493,46.42,306.358,3,2,2,COc1cc(C2NCc3ccccc3-n3cccc32)ccc1O
0.309,0.395,134.32,520.501,7,3,10,CC(C)[C@@H](Oc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O
1.229,1.229,87.91,293.28,4,1,2,Cn1cc(-c2noc(-c3n[nH]c4ccccc34)n2)ccc1=O
4.407,4.431,72.7,381.859,4,1,4,O=C(NC1CCCCC1)c1nnn(-c2ccccc2Cl)c1-c1cccnc1
2.039,2.039,89.7,346.421,4,1,6,CC(C)(C)C(=O)N1CCC(C(=O)OCc2ccc(C(N)=O)cc2)CC1
