,SMILES,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
2552,COc1ccc(-c2[nH]ncc2C(=O)Nc2n[nH]c3cc(Br)ccc23)cc1,3.783,412.24,4,3,4,3.773,95.69
1624,CC1CCC(NS(=O)(=O)CC(=O)N(C)Cc2ccccn2)CC1,1.188,339.453,4,1,6,1.253,87.75
3355,Cn1nc2n(c1=O)CCN(C(=O)CCn1cnnn1)CC2,-1.972,292.297,6,0,3,-1.972,99.82
542,CS(=O)c1sc(Br)c2c1C(=O)CC(C)(C)C2,2.593,321.254,2,0,1,2.593,81.59
1459,Cc1c(C(=O)Nc2ccc3c(c2)NC(=O)C(C)O3)oc2ccc(F)cc12,3.175,354.332,3,2,2,3.175,80.57
1668,O=c1oc2ncn(-c3ccccc3)c2c2ccccc12,3.45,262.263,3,0,1,3.45,44.12
1903,O=C(OCC(=O)c1c(-c2ccccc2)[nH]c2ccccc12)c1ccccc1NCCO,4.313,414.453,4,3,9,4.313,91.42
552,CCN(CCn1cccn1)Cc1[nH]nc(C)c1Cl,2.019,267.758,3,1,6,1.536,49.74
362,Cc1cc(C)c(NC(=O)CN(C)S(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)c(C)c1,2.464,413.49,4,2,5,2.464,103.95
549,Cc1nc(C2=C(N)N(C3CS(=O)(=O)CC3O)CC2=O)sc1C,-0.78,343.422,5,2,2,-0.608,150.2
2539,Cc1nc(NCCc2c[nH]cn2)cc([C@H]2C[C@@H](O)C2)n1,0.548,273.334,4,3,5,1.27,86.72
81,NC(=O)c1c(-c2ccc(Cl)cc2Cl)csc1NC(=O)CC1(CC(=O)O)CCCC1,3.886,455.355,4,3,7,2.638,137.72
1730,COc1cc(NC(=O)N2CCC(Cn3cncn3)CC2)ncn1,0.6,317.346,6,1,4,0.492,98.06
3271,c1ccc(-n2ncc3c2N=C(N2CCC(n4ccnc4)CC2)NC3)cc1,1.23,347.417,3,1,3,1.811,63.27
355,CN(C)c1ccc(C(O)CF)c(S(N)(=O)=O)n1,0.449,263.289,4,2,4,0.522,104.9
2083,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1c(Br)cnn1C,2.127,398.209,6,1,6,2.127,91.68
554,CC(=O)c1ccc(Nc2nc3ccc(C)cc3n3cnnc23)cc1,3.555,317.345,4,1,3,3.555,72.18
693,CC(C)CN1C(=O)C2C3CC4C5(C)CCCC(C)(C(=O)O)C5CCC4(C=C3C(C)C)C2C1=O,4.763,455.629,4,1,4,4.605,74.68
2597,O=C(NC1CCCC1)C1(Cc2ccccn2)CCOCC1,1.894,288.385,3,1,4,1.895,51.22
649,O=C(c1ccc2nncn2c1)N1CC(c2ccccc2)C2(CCC2)C1,2.529,332.399,3,0,2,2.529,50.5
2832,CCOc1cccc(CN(CCO)Cc2ccccc2C(=O)O)c1,-0.125,329.39,5,2,9,1.384,70.0
3473,Cc1cc(C#N)cc(C(=O)NCc2ccc3c(c2)OCO3)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,5.092,593.816,7,2,6,5.092,131.16
420,Cc1nc2c([nH]1)CCC(C(=O)Nc1onc3c1CCCC3)C2,1.806,300.356,3,2,2,2.031,83.81
1229,COc1ccc(C2C(C(=O)N3CCN(c4ccccc4)CC3)CCC(=O)N2c2ccc3c(c2)OCO3)cc1,3.965,513.584,5,0,5,3.965,71.55
1089,COc1ccc(CCC(=O)N[C@@H]2CN(S(C)(=O)=O)C[C@H]2CN(C)C)cc1,0.744,383.506,5,1,8,0.565,87.33
2945,N#Cc1c(NC(=O)c2n[nH]c(-n3cnnc3)n2)sc2c1CCCC2,1.212,340.363,6,2,3,1.212,153.41
960,CCOc1ccc(C2=NNC(c3ccncc3)=Nc3ccc(C(C)C)cc32)cc1,4.711,384.474,4,1,5,4.711,58.87
1164,COc1nc(Nc2ccc3[nH]ncc3c2)c(Cl)c(OC)n1,3.475,305.72,5,2,4,3.476,84.95
371,O=C(NCC1CCN(c2ccc(F)cc2)C1)C1CC(O)CN1,0.465,307.363,3,3,4,-0.374,64.59
3092,CCc1nn2c(c1-c1ccc(C)c(S(=O)(=O)N(C)c3ccc(C)c(C)c3)c1)NC(=O)CCC2=O,4.178,480.579,5,1,5,4.177,109.75
2406,CCOC1CC(Nc2cncc(-c3nncn3C)c2)C12CCCC2,1.594,327.424,4,1,5,1.598,64.86
1575,Cc1c(C(=O)O)nnn1-c1cccc2cnccc12,1.55,254.244,5,1,2,0.092,80.9
1484,Cc1cc2c3c(c1)C1(NC(=O)c4ccccc4N1)C(=O)N3C1(CCCCCC1)CC2(C)C,5.298,429.554,2,2,0,5.298,61.44
3124,Cn1c(=O)c2c(-c3ccncc3)c(Nc3ccccc3)oc2c2ccccc21,3.946,367.4,2,1,3,3.947,58.37
1858,Cc1c(NC(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,2.371,341.792,2,1,3,2.371,52.65
258,CCCn1c(N)c(N(CCOC)C(C)=O)c(=O)n(CC(=O)Nc2cc(Cl)cc(Cl)c2)c1=O,0.918,486.349,5,2,9,0.918,125.27
769,Cc1c(Cl)cccc1-c1ccc(CNCCN(C)C)o1,3.648,292.804,2,1,6,2.466,28.41
2061,CC(=O)c1ccc(S(=O)(=O)N(CCCO)Cc2cc3c(C)cc(C)cc3[nH]c2=O)cc1,2.148,442.528,5,2,8,2.148,112.16
2018,CCCn1nc(C)c(-c2cncn2Cc2cccc(OC(C)C)c2)c1C,3.976,352.473,3,0,7,5.053,44.87
114,O=C(Cn1c(=O)n2nc(-c3cccnc3)nc2c2c3c(sc21)CCC3)NCc1ccco1,2.461,446.482,5,1,5,2.465,134.38
1816,Cc1ccc(N2C(=O)c3[nH]nc(C)c3C2c2ccco2)cc1,2.979,293.32,2,1,2,2.978,62.13
1594,O=C(O)Cn1cnc(S(=O)(=O)N2CCCC2)c1,-0.479,259.282,5,1,4,-1.944,100.88
957,CC1(C)C(C(=O)O)C1C(=O)Nc1c[nH]c(=O)[nH]c1=O,-1.787,267.238,5,4,3,-2.43,124.59
679,CCc1ccc(N2C(=O)CN(S(C)(=O)=O)CC2(C)C(=O)NCc2ccc(F)cc2)cc1,2.269,447.523,4,1,6,2.269,95.16
56,COC(=O)C1C(C(=O)OC)C2(OC(c3ccccc3)=CC2=O)C12OC(c1ccccc1)=CC2=O,2.37,460.432,8,0,6,2.37,105.2
3346,Cc1ccccc1-c1nc2ccccc2cc1C(C)n1c(=O)[nH]c2c(S(C)(=O)=O)ncnc21,4.304,459.52,6,1,4,4.304,113.53
435,CNC(=O)c1cc2c(F)c(O)ccc2n1-c1cc(F)c(O)c(F)c1,3.538,336.265,3,3,2,2.546,74.49
1057,Cc1cc2c(cc1S(=O)(=O)N(C)CC1OC3CCCCC3c3sccc31)NC(=O)CO2,2.894,462.582,5,1,4,2.894,121.56
155,O=C(CCc1ccc(C(F)(F)F)cc1)N1C2C=CCC1CC2,3.803,309.326,1,0,4,3.803,20.31
2482,O=c1c2cc3c(=O)n(-c4cc(Cl)cc(Cl)c4)ccc3nc2ccn1CCCO,2.17,416.257,4,1,4,2.442,73.74
1016,CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2,4.784,420.454,6,3,3,4.678,96.22
60,COc1cc(=O)n2c(c1C(=O)Nc1ccc3c(c1)OCCO3)CCCC2,1.182,356.372,5,1,3,1.182,77.1
2077,Cn1ccc2c(-c3ccc(-c4nnco4)cc3)ccnc21,2.195,276.293,3,0,2,2.195,56.74
782,CC(C)(C)c1cc(O)c2o/c(=N\c3ccc(S(N)(=O)=O)cc3)c(C(N)=O)cc2c1,2.562,415.463,6,3,4,2.568,153.44
35,O=C(Nc1ccccc1Cl)NC1(C(=O)N2CCC(O)CC2)CCCCC1,2.237,379.881,3,3,3,2.237,81.67
2935,CCc1cnc(N2CCC(N(C)c3ncnc4c(-c5ccc6c(c5)CN(C)C6=O)csc34)CC2)nc1,4.196,499.63,5,0,5,4.195,106.59
1650,COC(=O)c1ccccc1C1CCN(C(=O)OC(C)(C)C)CC1,3.21,319.395,4,0,5,3.21,55.84
1060,Cc1nc(NC(C)Cc2ccccc2)c2sc3nc4c(cc3c2n1)COC(C)(C)C4,4.778,418.554,4,1,4,4.739,88.17
358,CC(C)OCCCNC(=O)c1ccc(C(C)(C)C)cc1,3.096,277.402,2,1,7,3.096,38.33
1123,Cc1nc2sc(C(=O)N(C)c3ccccc3)c(N)c2c(C)c1C,3.53,325.428,2,1,2,3.552,87.46
3436,CCOC(=O)c1ccc(NC2C=CC(=O)C2Nc2ccc(C(=O)OCC)cc2)cc1,3.617,408.447,5,2,10,3.617,93.73
524,CCCC(=O)Nc1nc2ncc(Br)nc2s1,1.775,301.163,4,1,3,1.816,96.01
1200,Cn1cnnc1-c1nn(C)c2c1CN(C(=O)c1n[nH]c3c1CCCCCC3)CC2,2.648,394.473,5,1,2,2.648,97.52
2719,O=C(C(F)CC1CCCCC1)N1CCC(N2CCCCC2=O)CC1,2.642,338.46,2,0,4,2.642,40.62
265,Cn1cc(-c2cnc3c(N)nn(Cc4cccc(C(F)(F)F)c4)c3c2)cn1,3.444,372.347,3,1,4,3.853,74.55
1585,CC(C)(C)C(=O)/C=C1\NCCN\C1=C/C(=O)C(C)(C)C,2.089,278.39,2,2,4,2.089,58.2
1664,CCOc1ccc(CNC(=O)C(NS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)C(C)C)cc1,2.945,473.585,5,3,9,2.945,121.98
1968,COc1ccc(C2=NOC(c3ccsc3)C2)cc1,2.868,259.324,3,0,3,2.868,59.06
1518,CC(C)n1cc(CNS(=O)(=O)c2cc(F)cc(Cl)c2)nn1,2.318,332.782,4,1,5,2.321,85.26
3358,O=c1[nH]nc(CNS(=O)(=O)c2cc(Cl)sc2Cl)[nH]1,0.216,329.184,4,3,4,0.305,136.27
2737,CN(C)C(CN1C(O)=c2ccccc2=NC12C(=O)Nc1ccccc12)c1ccccc1,3.831,412.484,4,2,4,3.402,68.17
2484,Nc1ccc2oc(=O)c3c(c2c1)CC(C(F)(F)F)S3,2.47,287.258,3,1,1,2.47,77.62
336,OC1(c2ccc(Br)cc2)CCNCC1,1.405,256.139,2,2,1,0.176,32.26
1156,Cc1ccc(S(=O)(=O)N(C)c2ccccc2)s1,2.455,267.367,2,0,3,2.455,74.0
887,CCOC(=O)c1[nH]c(=O)n(CCS(C)(=O)=O)c1C,-0.658,276.309,5,1,6,-0.658,101.16
494,O=C(Nc1ccc2c(c1)C(=O)N1CCC[C@H]1C(=O)N2)c1cc(-c2ccc3c(c2)CCO3)n[nH]1,2.172,443.455,5,3,3,2.172,116.42
580,Cn1c(=O)c2c(-c3ccccc3Br)n(-c3ccc4c(c3)nc(CO)n4C)cc2n(C)c1=O,3.721,494.341,4,1,3,3.901,83.6
3349,Cn1c(N)c(C(=O)Cn2cc(C(F)(F)F)cc(Cl)c2=O)c(=O)n(C)c1=O,-0.29,392.718,4,1,4,-0.29,104.01
2479,Cc1nn2c(nnc3c(=O)n(-c4nnc[nH]4)ccc32)c1-c1ccccc1,0.878,344.33,6,1,2,0.878,104.96
3300,OC1(CN2CCC(c3nnc4ccccn34)CC2)CCNC1,0.037,301.387,5,2,3,-1.629,65.69
1189,COc1ccc(NC(=O)c2cc3cc(C)ccc3n2C)c(OC)c1,3.858,324.374,3,1,4,3.858,52.49
2855,Cc1onc2c1COC2c1c(Cl)cccc1Cl,3.249,270.111,2,0,1,3.249,35.26
212,CNC1=C(c2cc(Br)ccn2)C(=O)C(c2cccc(Cl)c2)O1,3.753,379.636,3,1,3,3.771,51.22
3485,COc1ccc(-n2c3c(c4nc(OC)ccc42)CCC3)cc1,4.617,294.348,3,0,3,4.617,36.28
1064,CC(=O)c1c[nH]c(C(=O)Nc2cc(C(F)(F)F)ccc2O)c1,2.44,312.244,3,3,4,2.418,82.19
75,O=C(Cc1noc2ccccc12)N1CCn2c1nc1ccccc12,3.019,318.329,3,0,2,3.019,64.16
3127,Cc1ccccc1C1CC(=O)c2c(C)nc(N)nc2C1,2.406,267.326,3,1,1,2.382,68.87
1312,COCCn1cc2c3c(cccc31)CN(C(=O)Nc1ccccc1C(F)(F)F)CC2,4.121,417.424,2,1,5,4.121,46.5
1031,COc1cccc(-c2cc(-c3nc4c5cnn(-c6ccccc6)c5ncn4n3)n[nH]2)c1,3.908,408.415,6,1,4,3.909,98.81
3043,Cc1csc2c(N3CCC(S(=O)(=O)NC(C)C)C3)ncnc12,2.148,340.464,4,1,4,2.165,111.81
247,CCOc1ccccc1NC(=O)NC1(C(=O)O)CCCCC1,2.688,306.357,4,3,5,1.914,87.66
1595,Fc1ccc(-n2cc(C3CCCCN3)nn2)cc1Cl,3.264,280.728,3,1,2,2.765,42.74
3263,C/C(NN1CCCCCC1)=C1\C(=O)N(c2ccccc2C)C(=O)N=C1O,2.831,356.419,5,2,3,2.831,85.24
1500,NC1(c2ccccc2)C(=O)Nc2ccccc2C1=O,1.309,252.268,3,2,1,1.309,72.19
1919,CCc1ccccc1NC(=O)CN(C)C(=O)C1CCN(c2cnn(Cc3ccccc3)c(=O)c2)C1,2.399,473.567,4,1,8,2.399,85.32
186,CN(C(=O)CN1CCC(NC(=O)C2CCCCC2)CC1)C1CCCCC1,2.734,363.537,3,1,5,2.692,52.65
2455,Cc1nc2ncc(-c3cccc(N(C)C)c3)cc2[nH]1,2.331,252.314,2,1,2,2.487,44.81
2015,Cn1c(=O)c(O)c(C(=O)NCc2cccc(F)c2)c(=O)n1C,-0.178,307.277,4,2,3,-0.878,89.95
2056,CCOc1ccc(/N=c2/ncc(F)c(Nc3ccc(OCC)cc3)[nH]2)cc1,4.17,368.405,4,2,7,4.066,67.24
2404,CCOc1cc(=O)n2c(c1C(=O)NCCCN1CCCc3ccccc31)CCCCC2,3.029,423.548,3,1,7,3.029,61.88
1622,Clc1ccc(-c2ccc(CNCCOc3ccccn3)o2)c(Cl)c1,4.708,363.238,3,1,7,3.709,47.29
2464,O=C(O)c1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,4.618,330.789,3,2,4,3.089,90.46
1075,CCc1ccc(/N=c2\ncc3c([nH]2)CC(c2ccc(OC)cc2)CC3=O)cc1,4.306,373.448,4,1,4,4.203,63.05
2422,O=C(CCCc1c[nH]c2ccccc12)Nc1cccc(C(=O)O)c1,3.485,322.358,3,3,6,2.013,82.19
2779,NS(=O)(=O)c1ccc(-c2nc3cscc3c(=O)[nH]2)cc1,0.86,307.348,4,2,2,0.826,138.24
1781,N#Cc1cc(F)ccc1S(=O)(=O)N1CCCO1,0.758,256.253,4,0,2,0.758,78.78
1655,Cc1cc(C)c(S(=O)(=O)NCCc2cc3c(C)ccc(C)c3[nH]c2=O)c(C)c1,4.459,398.518,3,2,5,4.46,83.65
32,c1ccc2c(c1)OCC(c1csc(C3COc4ccccc4O3)n1)O2,3.703,353.392,5,0,2,3.703,78.05
2986,COc1cccc(CCN[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)c1,2.985,443.965,6,1,7,2.351,106.3
1124,CC1CCCC(C)N1C(=O)Cn1cnc2cc3c(cc21)OCCO3,2.275,329.394,4,0,2,2.42,56.59
2507,CCCC1(C)NC(=O)N(CC(=O)N(CC(C)C)CC(C)C)C1=O,2.47,325.446,3,1,8,2.47,69.72
445,COc1cccc(-c2csc(C3(c4ccc(OC)c(C)c4)N=C(N)N(C)C3=O)n2)c1,3.628,422.5,5,1,5,3.565,118.28
2998,COc1c(-c2ccc(F)c(F)c2)c(-n2cncn2)nc2ccc(F)cc12,4.216,356.301,4,0,3,4.214,52.83
464,CN(Cc1ccccc1)C(=O)COc1ccc2c3ccccc3n(C(=O)c3ccc(C(C)(C)C)cc3)c2c1,7.21,504.619,3,0,7,7.183,51.54
3458,CC(NC(C)c1nc(N)nc(N(C)C)n1)c1ccccc1,2.274,286.375,4,2,5,1.045,79.96
2179,Cc1n[nH]c(C)c1C12CC3CC(CC(CC(=O)O)(C3)C1)C2,2.496,288.385,3,2,3,0.941,65.98
1681,O=C1c2ccccc2CN1C(c1cccc(F)c1)c1nc2cncnc2[nH]1,2.634,359.356,4,1,3,2.663,74.77
2314,CC(=O)N[C@@H]1CN(C(=O)c2nc3cc(C)ccn3c2F)C[C@H]1c1ccc(C)o1,1.595,384.404,3,1,3,1.595,79.84
1809,CN(C)CCN(Cc1ccccc1)C(=O)C(C(=O)c1ccc(F)cc1)n1ccccc1=O,2.68,435.491,4,0,9,2.27,60.93
1946,Clc1ccccc1Sc1c(C2CC2)n[nH]c1C1CC1,5.0,290.811,2,1,4,5.0,53.98
2450,O=C(c1cc2ncccn2n1)N(c1ccccc1)c1ccccc1,3.098,314.341,3,0,3,3.098,50.5
243,CC1CN(C2c3ccccc3-c3ccccc32)CC(C)(C)O1,3.851,293.403,2,0,1,3.851,12.47
1704,O=C(O)c1ccc(-c2nc3scc(-c4ccc(F)cc4)c3c(=O)[nH]2)cc1,3.633,366.366,4,2,3,2.17,106.99
401,O=[N+]([O-])c1cccc(F)c1COc1cccc(C(F)(F)F)c1,4.439,315.22,3,0,5,4.439,55.05
2032,COc1cc(=O)[nH]cc1C(=O)N1CCN(C)c2ncccc2C1,-0.309,314.339,4,1,2,-0.297,74.77
1984,CCCCOC(=O)c1ccc(NC(=O)c2c(OCC)cc(=O)n3c2CCCC3)cc1,2.929,412.479,5,1,9,2.929,84.94
3446,CCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)NC3(C)C)cc1,2.286,492.655,5,3,7,1.672,158.22
450,COc1ccc([C@H]2Oc3cc(OC)cc(OC)c3C[C@H]2O)cc1,2.94,316.348,5,1,4,2.94,57.15
1227,OCc1cc2nc(-c3ccc(OC4CCOC4)cc3)ccc2o1,2.594,311.332,4,1,4,2.652,64.72
3497,COc1ccc(-c2nc(Cc3ccccc3)sc2C)cc1,4.321,295.399,2,0,4,4.321,50.36
2703,COCc1cc(=O)n2c(n1)N(Cc1cccc(C#N)c1)CC2,0.975,296.324,4,0,4,0.975,68.92
2333,CCCS(=O)(=O)N1CC(=O)N(c2ccc(F)cc2F)C(C)(C(=O)NC2CCCCCCC2)C1,3.592,485.588,4,1,6,3.592,95.16
471,Cc1cc(=O)[nH]c(SCC(=O)c2cc(C)n(CC3CCCO3)c2C)c1C#N,2.39,385.48,5,1,6,2.399,109.42
2534,CCOC(=O)CC1(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)CCCCC1,6.727,537.736,3,1,6,6.727,120.05
3172,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(F)nc(F)c2)c1,4.561,413.417,4,1,5,4.561,79.37
3016,COc1ccc(C(=O)N2CCC(Cc3noc(C4CCOCC4)n3)C2)cc1F,1.769,389.421,5,0,5,1.769,77.69
1674,O=c1c(I)coc2cc(OC3CCCCO3)ccc12,2.381,372.155,4,0,2,2.381,44.76
2385,Clc1ccccc1/C=C/c1nc(-c2ccccn2)no1,3.555,283.712,3,0,3,3.555,51.81
2762,CCOC(=O)c1[nH]c(C)c(C(=O)CN(CC(C)C)S(=O)(=O)c2ccc(F)cc2)c1C,3.821,438.513,5,1,10,3.821,104.92
1787,CCc1cc(CN2OCC(C)(C)C2=O)c(Cl)s1,2.756,273.779,2,0,3,2.756,57.77
1833,Cc1ccc(-c2cc(-c3nc4c5ccccc5ncn4n3)[nH]n2)c(C)c1,4.609,340.381,4,1,2,4.736,71.75
611,CCS(=O)(=O)CC(=O)N1CC(C)(C)N(C)c2cc(Br)ccc21,2.282,389.308,3,0,3,3.007,66.06
1407,c1ccc(Cn2ncc3c(-n4ccnc4)ncnc32)cc1,1.892,276.296,4,0,3,2.008,61.42
3389,CC1(C)CON(Cc2cc(-c3ccccc3)sc2Cl)C1=O,3.753,321.822,2,0,3,3.753,57.77
2969,Cc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(=O)OC(C)(C)C)cc3)cc2)cc1,5.678,431.527,3,3,7,5.678,79.45
2720,CC(C)(C)C(O)CN1C2=NCCN2c2ccccc21,2.138,259.347,2,1,3,2.132,39.07
2122,N#Cc1ccc2[nH]cc(S(=O)(=O)c3cc(Cl)cc(Cl)c3)c(=O)c2c1,3.227,379.217,4,1,2,3.227,95.41
2784,Cc1nn(-c2ccc(F)c(Cl)c2)c(=O)cc1-c1cccc(N2CCCC2=O)c1,3.486,397.83,3,0,3,3.485,52.98
2441,CCC1=NOC(CNC(=O)c2cc(C)c(CC)n(C)c2=O)C1,0.984,305.372,4,1,5,0.984,71.0
3032,O=c1c2sccc2ncn1-c1ccc(F)c(Cl)c1,3.356,280.705,2,0,1,3.351,60.91
3367,CC(C)NC(=O)Cn1cnc2c(sc3cccc(Cl)c32)c1=O,2.56,335.809,3,1,3,2.56,90.01
2321,COc1ccc(CCN(Cc2nc(-c3ccccc3)no2)Cc2nc(-c3ccccc3)no2)cc1OC,4.525,497.545,7,0,11,2.979,99.54
1218,CC(C)c1nc(OCCCN(C)C)c(C#N)c2c1CCCC2,4.207,301.426,4,0,6,3.014,49.15
1776,Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,8.976,559.513,3,1,6,7.502,74.77
1498,Cc1ccc(CSC2=NS(=O)(=O)c3ccccc32)cc1,3.249,303.399,4,0,3,3.249,80.18
3041,O=C(Nc1ccc(Cl)cn1)c1c2c(nc3ccccc13)C(=O)N(C1CCCCC1)C2,4.308,420.891,4,1,3,4.308,75.19
3068,COc1ccccc1CCN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,2.985,443.965,6,1,7,2.354,106.3
2097,COc1ccc(C2=NOC(c3ccc(-c4nnn[nH]4)cc3)C2)cc1,2.235,321.333,6,1,4,1.806,85.28
1729,O=C(Nc1ccncc1)c1nn(Cc2ccccc2)c2c1CCc1ccccc1-2,4.536,380.442,3,1,4,4.733,59.81
540,CC(C)c1ccc(NC(=O)CCNS(=O)(=O)c2cc(Br)cnc2N)cc1,2.21,441.343,4,3,7,2.217,122.55
110,CCCc1cc(-n2ccnc2C)n2nc3nc(C)cc(C)c3c2n1,3.129,320.392,4,0,3,3.436,60.9
1631,O=S(=O)(c1cn[nH]c1)N1CCCC(c2cnccn2)C1,-0.357,293.345,5,1,3,-0.357,100.22
510,COCCN(Cc1ccc(C)c(Br)c1)C(=O)Cn1cnc(S(=O)(=O)N2CCCC2)c1,1.993,499.422,5,0,9,1.993,93.12
1613,COCCn1c(C)cc(C)c(C(=O)NCCNc2ncccn2)c1=O,0.079,345.396,5,2,8,0.078,96.45
1995,CCN(CCCN(C)C)S(=O)(=O)c1ccc(S(=O)(=O)CC)cc1,1.371,362.508,5,0,9,-0.012,91.52
2790,CC(C)Oc1ccc(C(=O)O)cc1NC(=O)c1cccn1C,2.545,302.325,4,2,5,1.352,80.56
2045,OCC(O)Cn1c(-c2ccc(F)cc2)nc2ccccc21,2.631,286.301,3,2,4,2.633,58.28
2092,COc1cc(OC)c(C2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)cc1OC,4.761,436.543,4,2,4,4.619,68.82
2781,O=C(c1ccc(-c2ncc[nH]2)s1)N1CC[C@@H](c2ccc(F)cc2)[C@H](O)C1,2.808,371.429,3,2,3,3.024,97.46
1719,OCCCc1cn(-c2ccccc2)c2ccccc12,4.078,251.323,1,1,4,4.078,25.16
1607,CCOc1cc(=O)n2c(c1C(=O)Nc1ccccc1C(=O)OC)CCCC2,1.601,370.399,5,1,6,1.601,84.94
2932,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C(C)(C)Oc2ccc(Cl)cc2)n1,3.14,401.847,5,2,5,3.045,97.6
78,COc1cc(=O)n2c(c1C(=O)Nc1ccc(Cl)c(C)c1)CCCC2,2.547,346.808,3,1,3,2.547,58.64
2475,CCCc1noc2c1C(=O)CC(c1c(C)cc(C)cc1C)C2,4.823,297.391,2,0,3,4.823,43.1
2317,Cn1c(=O)c2sc3c(c2n(CC(N)=O)c1=O)CCCC3,1.167,293.342,3,1,2,1.167,111.95
1996,c1ccc(C(CCNc2ncnc3[nH]cnc23)c2ccccc2)cc1,3.758,329.398,3,2,6,3.757,66.48
2470,O=c1c2cc3c(=O)n(C4CCCC4)ccc3nc2ccn1-c1ncn[nH]1,1.022,348.359,5,1,2,0.965,95.08
313,CS(=O)(=O)c1ccc(-c2cc(F)c(OCC3CCNCC3)c(F)c2)cc1,3.421,381.437,4,1,5,2.513,63.78
2564,Cc1cccc(Cn2c3cc(=O)n(CCC4C=Nc5ccccc54)c(C)c3c(=O)n2-c2ccccc2)c1,4.155,488.58,3,0,6,4.155,56.22
1307,CCC(C)C1Nc2ccc(C(=O)NCC(C)CN(CC)CC)cc2NC1=O,2.784,374.52,3,3,9,1.24,73.46
911,Cn1cc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc2c(c1)OCCO2,2.025,405.468,5,1,4,2.025,98.25
697,CC(C)=CCO[C@H]1CCOC[C@H]1Nc1ncc(F)c(N2CCOCC2)n1,2.117,366.43,5,1,6,2.117,68.74
2386,CC(C)n1c(=O)ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,3.135,378.471,4,1,4,2.934,64.6
466,COC(=O)c1nc(C2CC(C(C)(C)C)=NO2)cc(N)c1Cl,2.468,311.764,5,1,4,2.468,86.8
1019,CSC1CC2CCC(C1)N2C(=O)c1cc(C2CC2)on1,2.134,292.396,3,0,3,2.134,71.64
363,CN(CCOc1ccc(C2=NN(c3ccccc3)C(=O)C2)cc1)c1nc2ccccc2o1,4.658,426.467,4,0,7,4.658,71.17
1842,COc1cc2c(=O)n(CCO)c(=O)n(CCCN(C)C)c2cc1OC,0.605,351.398,6,1,8,-0.746,82.55
3262,CC(C)(CCS(C)(=O)=O)CNc1cc(C#N)nc2ccccc12,2.965,331.433,4,1,6,2.989,91.22
1344,O=C(O)CCc1nc2cc(-c3ccsc3)ccc2[nH]1,2.632,272.322,3,2,4,0.954,94.22
1360,Cc1ccccc1-c1ccc(-n2cncc2C(=O)N2Cc3ccccc3C2)cc1,4.546,379.454,2,0,3,4.551,38.13
2963,NS(=O)(=O)C1(CNc2nccc3cccnc23)CCC1,0.792,292.357,4,2,4,0.824,106.35
2069,CCOC(=O)Cn1nc(C)c(NC(=O)Cn2nc(C)c(Br)c2C)c1C,1.426,412.282,5,1,7,1.426,91.04
2877,CCCNC(=O)Nc1ccccc1S(=O)(=O)NCCC,1.602,299.389,3,3,7,1.603,95.68
3429,O=S1(=O)N=C(Nc2cccc3[nH]ccc23)c2ccccc21,1.843,297.332,3,2,2,1.843,82.69
1524,O=C1OC2(CCCN(C(=O)Cc3cccc4ccccc34)C2)c2ccccc21,3.79,371.428,3,0,2,3.79,46.61
1034,Cc1c(-c2noc(-c3cnn(C)c3C)c2Cl)cnn1C,2.296,291.736,3,0,2,2.296,61.67
83,CCOc1ccc(OCC)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)c1,1.675,437.51,6,1,8,1.675,107.48
79,CC(NC(=O)Nc1ccc(F)cc1Br)c1cn[nH]c1,2.305,327.152,2,3,3,2.305,69.81
662,O=C(Nc1ccccc1)C1CCCN1C1=NS(=O)(=O)c2ccccc21,1.412,355.411,4,1,3,1.412,87.22
1439,CCN(Cc1nc(-c2cccs2)no1)C(=O)C(C)Oc1cc(C)c(Cl)c(C)c1,4.669,419.925,4,0,7,4.669,96.7
